HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
,6,0,3,1818804,0,1,101.015,3
,5,5,5,1818804,0,1,103.9018182,3
,1,1,5,1818804,0,1,160.2,3
,4,4,5,1818804,0,1,94.55538462,3
,3,3,5,1818804,0,1,83.66,3
,5,5,5,1818804,0,1,96.94588235,3
,3,3,5,1818804,0,1,98.835,3
,11,11,5,1818805,0,0,102.0989474,3
,1,1,5,1818805,0,1,83.92,3
0.6,10,0,4,1818805,0,1,113.8589474,3
,3,3,5,1818805,0,1,94.80666667,3
,4,4,5,1818805,0,1,95.75333333,3
,16,16,5,1818805,0,0,62.18222222,3
,7,3,5,1818805,0,1,92.895,3
,0,0,5,1818805,0,1,62.2,3
,0,0,4,1818805,0,1,113.51,3
,3,3,5,1818805,0,0,115.4866667,3
,4,4,5,1818805,0,1,117.87,3
,0,0,5,1818805,0,1,128.06,3
,0,0,5,1818805,0,1,,3
0,2,2,4,1818805,0,1,125.22,3
,3,-3,5,1818805,0,1,91.96666667,3
,3,3,4,1818806,0,1,119.39,3
,0,0,1,1818806,0,1,101.72,3
,4,2,2,1818806,0,1,92.91333333,3
,0,0,5,1818806,0,1,125.27,3
,2,2,5,1818806,0,1,125.1866667,3
,13,13,5,1818806,0,1,100.7977778,3
0.666666667,5,5,5,1818806,0,1,93.27333333,3
,10,2,5,1818806,0,1,95.88,3
,8,8,5,1818806,0,1,94.645,3
,5,-1,5,1818806,0,1,111.152,3
,2,2,5,1818806,0,1,81.44,3
,0,0,5,1818806,0,1,95.84,3
0.8,21,5,4,1818806,0,1,115.1859259,3
,5,3,5,1818806,0,0,94.44606061,3
,4,4,5,1818806,0,1,77.28285714,3
,0,0,5,1818806,0,1,77.28,3
,0,0,5,1818806,0,1,207.44,3
,8,6,5,1818806,0,1,108.3222222,3
,1,1,4,1818807,0,1,95.12,3
0.857142857,28,8,5,1818807,0,1,103.0076471,3
,5,1,5,1818807,0,1,79.344,3
,0,0,5,1818807,0,1,89.04,3
,9,5,4,1818807,0,1,106.1481481,3
,2,2,4,1818807,0,0,23.96,3
,3,3,3,1818807,0,1,152.6933333,3
,0,0,4,1818807,0,1,140.9333333,3
1,10,4,3,1818807,0,1,107.67,3
,2,2,5,1818807,0,1,83.82666667,3
,3,1,5,1818807,0,1,115.4866667,3
,5,5,5,1818807,0,1,127.2466667,3
,0,0,5,1818807,0,1,91.8,3
,6,6,5,1818808,0,1,116.0657143,3
,3,3,5,1818808,0,1,113.4266667,3
,2,2,5,1818808,0,1,148.74,3
,0,0,3,1818808,0,1,101.76,3
,0,0,5,1818808,0,1,131.1,3
,3,-3,5,1818808,0,1,113.52,3
,2,2,5,1818808,0,1,117.4355556,3
,0,0,5,1818808,0,1,91.8,3
,3,3,4,1818808,0,1,95.88,3
0.75,10,0,1,1818808,0,1,100.1009524,3
,2,-2,1,1818809,0,1,119.24,3
,2,-2,4,1818809,0,1,100.0771429,3
,6,6,5,1818809,0,1,92.08285714,3
,1,1,5,1818809,0,1,108.95,3
0.8,15,15,5,1818809,0,1,103.3137931,3
,0,0,5,1818810,0,1,56.12,3
,0,0,5,1818810,0,1,125.27,3
1,7,3,3,1818810,0,1,125.7114286,3
1,7,7,1,1818810,0,1,113.4,3
,18,18,5,1818810,0,1,106.496,3
,2,2,5,1818810,0,1,93.21777778,3
0,15,7,3,1818810,0,1,121.9457143,3
,0,0,5,1818810,0,1,,3
,3,3,5,1818810,0,1,137.04,3
1,2,2,5,1818810,0,1,102.3866667,3
,0,0,5,1818811,0,1,87.81333333,3
,9,9,5,1818811,0,1,97.35666667,3
,0,0,3,1818811,0,1,99.74,3
,1,1,5,1818811,0,1,101.4075,3
,2,2,5,1818811,0,1,113.48,3
,11,7,5,1818811,0,1,122.5907692,3
,15,11,5,1818811,0,0,102.8592593,3
,7,7,4,1818811,0,0,95.8,3
,11,3,5,1818811,0,0,95.89333333,3
1,3,3,5,1818811,0,0,110.54,3
,6,4,5,1818811,0,0,114.955,3
,17,11,4,1818811,0,0,105.46875,3
,8,8,5,1818811,0,0,76.02,3
,11,11,5,1818811,0,0,108.4326316,3
,2,2,5,1818811,0,0,77.58,3
,8,8,5,1818811,0,0,113.51,3
1,16,8,5,1818811,0,0,110.1188889,3
1,18,10,5,1818811,0,0,117.8645614,3
,2,2,5,1818811,0,0,32.11,3
,3,3,5,1818811,0,0,171.96,3
0,13,-9,1,1818811,0,0,109.8950943,3
1,9,7,5,1818811,0,0,80.10666667,3
,6,6,5,1818811,0,0,89.54,3
0.888888889,25,19,5,1818811,0,0,82.70202247,3
,5,1,5,1818811,0,0,68.75428571,3
1,17,9,5,1818811,0,0,101.2857971,3
,2,2,5,1818811,0,0,15.79,3
,7,3,5,1818811,0,0,113.48,3
,4,4,5,1818811,0,0,123.2933333,3
,2,2,5,1818811,0,0,128.06,3
,14,8,4,1818811,0,0,102.4422222,3
1,8,8,5,1818811,0,0,72.98285714,3
,9,3,5,1818811,0,0,96.50666667,3
,6,6,5,1818811,0,0,104,3
0,13,13,5,1818811,0,0,109.8355556,3
0,11,-3,5,1818811,0,0,91.90666667,3
,4,4,4,1818811,0,0,83.66,3
,5,5,4,1818811,0,0,117.4133333,3
1,5,1,5,1818811,0,0,130.1127273,3
,5,5,5,1818811,0,0,84,3
,3,3,5,1818811,0,0,183.72,3
,6,2,1,1818811,0,1,110.595,3
,0,0,5,1818811,0,1,99.495,3
,0,0,5,1818811,0,1,148.54,3
1,22,18,5,1818811,0,1,98.22196078,3
,7,7,5,1818811,0,1,81.27529412,3
,12,12,5,1818811,0,1,103.9018182,3
,2,2,5,1818811,0,1,113.48,3
,2,2,5,1818811,0,1,119.4,3
,4,4,3,1818811,0,1,183.92,3
,9,9,5,1818811,0,1,99.82333333,3
,0,0,5,1818811,0,1,148.54,3
0.921568627,2,-2,1,1818812,0,0,102.8258824,3
,5,5,5,1818812,0,1,,3
,0,0,5,1818812,0,1,108.9644444,3
,15,11,5,1818812,0,1,122.35,3
1,6,2,4,1818812,0,1,93.21777778,3
,8,2,4,1818812,0,1,95.20470588,3
,3,3,5,1818812,0,1,148.24,3
,2,2,4,1818812,0,1,131.18,3
,0,0,5,1818812,0,1,101.6666667,3
,5,5,5,1818812,0,1,,3
,3,-3,5,1818812,0,1,118.3527273,3
,3,3,5,4753,0,1,113.48,3
,4,4,5,4753,0,1,100.77,3
,0,0,5,4753,0,1,83.82666667,3
,3,3,5,4753,0,1,106.6916667,3
,3,3,5,4753,0,1,94.30947368,3
,0,0,5,4753,0,1,95.12,3
1,11,5,5,4753,0,0,110.9411111,3
,3,3,5,4753,0,1,98.63157895,3
,5,5,5,4753,0,1,95.8,3
,0,0,5,4753,0,1,,3
,5,1,4,4753,0,1,129.1733333,3
,3,3,5,4753,0,1,131.1,3
,0,0,5,4753,0,1,148.74,3
,0,0,4,4754,0,1,148.74,3
,2,2,5,4754,0,1,,3
,5,1,4,4754,0,1,110.595,3
,0,0,4,4754,0,1,89.04,3
,0,0,4,4754,0,1,213.32,3
,0,0,5,4754,0,1,148.74,3
0,0,0,3,4754,0,1,,3
,0,0,4,4754,0,1,183.92,3
,0,0,2,4754,0,1,127.2466667,3
,5,5,5,4754,0,1,106.8114286,3
1,5,-3,5,4754,0,1,92.91333333,3
,2,2,5,4754,0,1,183.92,3
,11,11,5,4754,0,1,105.7033333,3
,3,3,5,4754,0,1,104.66,3
,7,1,1,4754,0,1,110.5533333,3
,2,2,5,4754,0,1,97.68,3
1,2,2,5,4754,0,1,122.18,3
,0,0,5,4754,0,1,108.9644444,3
,11,9,5,4754,0,1,127.5584615,3
,7,3,5,4754,0,1,98.35428571,3
,9,7,5,4755,0,1,106.6916667,3
,3,3,3,4755,0,1,89.50571429,3
0.666666667,17,5,5,4755,0,1,91.52426667,3
,10,2,5,4755,0,1,49.26285714,3
,0,0,5,4755,0,1,106.8114286,3
,0,0,5,4755,0,1,129.1733333,3
,0,0,5,4755,0,1,,3
,4,4,3,4755,0,1,135.0533333,3
,2,2,4,4755,0,1,98.79333333,3
,1,1,3,4755,0,1,101.6666667,3
,2,-2,5,4755,0,1,166.38,3
,0,0,5,4755,0,1,,3
,7,7,5,4755,0,1,99.07076923,3
,0,0,5,4755,0,1,,3
0.5,11,11,5,4755,0,1,112.5716667,3
,0,0,5,4756,0,1,,3
0.5,3,-3,1,4756,0,0,120.7244444,3
,0,0,5,4756,0,1,29.84,3
,0,0,5,4756,0,1,100.9314286,3
,4,4,5,4756,0,1,89.92,3
1,8,8,5,4756,0,1,105.1769231,3
,2,2,5,4756,0,1,124.72,3
,0,0,5,4756,0,1,,3
,8,8,5,4756,0,1,114.2022222,3
,5,5,5,4756,0,1,90.62666667,3
,2,2,4,4756,0,0,110.47,3
,6,4,5,4756,0,1,102.5828571,3
,0,0,5,4756,0,1,113.4266667,3
,3,3,4,4756,0,1,154.62,3
,3,3,5,4756,0,1,113.52,3
,3,3,5,4757,0,1,207.44,3
,5,-3,1,4757,0,0,100.7127273,3
,16,16,5,4757,0,0,97.68363636,3
,3,3,5,4757,0,0,95.68,3
,6,6,5,4757,0,0,88.03555556,3
,0,0,4,4757,0,0,104.6733333,3
,3,3,5,4757,0,0,107.64,3
1,24,24,4,4757,0,0,97.73875,3
,26,26,5,4757,0,0,103.02375,3
,7,7,5,4757,0,0,78.86285714,3
0.75,15,11,1,4757,0,0,99.58875,3
,2,2,5,4757,0,0,71.08666667,3
0.5,15,13,5,4757,0,0,104.4454545,3
,10,10,5,4757,0,0,104.3057143,3
,7,3,5,4757,0,0,98.66375,3
,4,2,5,4757,0,0,119.3490909,3
,5,5,5,4757,0,0,113.48,3
1,12,12,5,4757,0,0,116.6957143,3
,6,6,5,4757,0,0,83.35111111,3
,0,0,4,4757,0,0,106.11,3
,3,3,5,4757,0,0,86.08666667,3
1,2,2,5,4757,0,0,113.52,3
,0,0,5,4757,0,0,116.3,3
0,3,3,5,4757,0,0,,3
,2,2,3,4757,0,0,,3
0.25,5,1,5,4757,0,0,110.8307692,3
,6,6,5,4757,0,0,113.4266667,3
,6,6,5,4757,0,0,131.16,3
,3,3,5,4757,0,0,98.79333333,3
,3,3,5,4757,0,0,154.32,3
,2,-2,3,4757,0,0,125.22,3
,0,0,3,4757,0,0,148.74,3
,0,0,5,4757,0,0,183.92,3
1,0,0,5,4757,0,0,207.44,3
,13,3,1,4757,0,0,120.4658824,3
,35,21,5,4757,0,0,71.11036145,3
,0,0,5,4757,0,0,18.63,3
,8,8,3,4757,0,0,115.6618182,3
1,15,3,5,4757,0,0,98.345,3
1,15,15,5,4757,0,0,106.8057143,3
0.5,21,17,4,4757,0,0,84.21670886,3
,17,5,5,4757,0,0,98.13,3
,6,6,5,4757,0,0,83.91,3
1,7,7,5,4757,0,0,95.135,3
,11,3,5,4757,0,0,102.6666667,3
,3,3,4,4757,0,0,101.56,3
,0,0,5,4757,0,1,116.3,3
,2,2,5,4757,0,1,154.67,3
,3,3,5,4757,0,1,183.72,3
,4,4,4,4757,0,1,119.3066667,3
,10,6,5,4757,0,1,92.975,3
,2,2,5,4757,0,1,77.52666667,3
,0,0,5,4757,0,1,124.72,3
,0,0,5,4758,0,1,131.1,3
,2,2,5,4758,0,1,106.8114286,3
,0,0,3,4758,0,1,145.7,3
,7,7,4,4758,0,1,104.6733333,3
,0,0,1,4758,0,1,111.5333333,3
,14,6,5,4759,0,1,94.38814815,3
,0,0,3,4759,0,1,89.54,3
,0,0,5,4759,0,1,142.86,3
1,5,5,5,4759,0,1,101.78,3
0.75,6,2,2,4759,0,1,125.6189474,3
,2,2,5,4759,0,1,57.1,3
,2,2,5,4759,0,1,131.1,3
,7,7,5,4759,0,0,118.3527273,3
1,24,16,5,4759,0,0,119.8129032,3
,5,5,5,4759,0,0,22.73333333,3
,5,5,5,4759,0,0,116.3,3
,11,11,5,4759,0,0,107.9789474,3
,20,16,5,4759,0,0,113.0413559,3
1,12,12,5,4759,0,0,123.9290909,3
,1,-1,1,4759,0,0,91.94666667,3
,4,4,5,4759,0,0,97.86666667,3
0,11,9,3,4759,0,0,102.6738462,3
,7,3,5,4759,0,0,118.0369231,3
0.25,3,3,5,4759,0,0,,3
,30,-2,3,4759,0,0,53.80468468,3
,2,2,5,4759,0,0,-2.88,3
0.666666667,16,14,5,4759,0,0,123.2270968,3
,3,3,5,4759,0,0,,3
,10,2,3,4759,0,0,107.3904762,3
,5,5,3,4759,0,0,107.38,3
,8,8,5,4759,0,0,104.9507692,3
,9,9,5,4759,0,0,101.015,3
,27,25,5,4759,0,0,92.11857143,3
,6,6,5,4759,0,0,68.86,3
,6,6,4,4759,0,0,107.63,3
,8,8,5,4759,0,0,124.2327273,3
,7,7,5,4759,0,0,95.76,3
,4,4,5,4759,0,0,113.51,3
,3,3,5,4759,0,0,213.32,3
,8,-2,1,4759,0,0,105.7033333,3
,31,13,4,4759,0,0,91.99111111,3
,10,10,4,4759,0,0,97.76571429,3
1,4,0,2,4759,0,0,117.7171429,3
1,38,20,5,4759,0,0,68.23232323,3
0.75,10,4,1,4759,0,0,105.8488889,3
1,10,10,5,4759,0,0,103.9018182,3
1,11,11,5,4759,0,0,92.42333333,3
,3,1,5,4759,0,0,84.07666667,3
,4,4,5,4759,0,0,83.16,3
1,6,4,5,4759,0,0,99.07076923,3
,8,8,5,4759,0,0,107.2875,3
,0,0,5,4759,0,0,120.71,3
,6,6,4,4759,0,0,92.54571429,3
,6,6,5,4759,0,0,100.77,3
,10,10,5,4759,0,0,105.68,3
,3,3,5,4759,0,0,65.32,3
1,18,10,4,4759,0,0,103.8596491,3
,1,-1,3,4759,0,0,77.92,3
,10,10,5,4759,0,0,108.3222222,3
1,19,15,5,4759,0,0,109.8355556,3
,4,4,5,4759,0,0,53.56,3
,3,3,4,4759,0,0,135.0533333,3
,12,12,5,4759,0,0,116.0657143,3
,2,2,5,4759,0,0,95.58666667,3
,53,41,5,4759,0,0,22.33584906,3
,9,7,5,4759,0,0,-13.72666667,3
,5,3,5,4759,0,0,122.34,3
,14,0,4,4759,0,1,101.4075,3
,10,10,5,4759,0,1,93.86,3
,0,0,5,4759,0,1,135.0533333,3
,2,2,5,4759,0,1,154.62,3
0,3,-3,2,4759,0,1,101.015,3
,16,0,5,4759,0,1,88.73662338,3
,3,-3,3,4759,0,0,63.61777778,3
,0,0,1,4759,0,1,160.2,3
,2,2,5,4760,0,1,125.27,3
,2,2,1,4760,0,0,119.39,3
,2,2,5,4760,0,1,125.27,3
,5,5,5,4760,0,1,104.59,3
,2,-2,5,4760,0,1,101.76,3
,0,0,5,4760,0,1,183.92,3
,5,3,3,4760,0,1,108.9644444,3
,2,2,5,4760,0,1,125.1866667,3
,7,3,5,4760,0,1,111.0342857,3
,14,14,4,4760,0,1,83.13230769,3
,3,1,5,4760,0,1,99.34352941,3
,3,3,5,4760,0,1,95.62,3
,5,5,5,4760,0,1,113.52,3
1,0,0,5,4760,0,1,113.26,3
,0,0,5,4760,0,1,94.35,3
,0,0,5,4760,0,1,177.84,3
0.333333333,0,0,1,4760,0,1,107.66,3
,0,0,4,4760,0,1,148.54,3
,0,0,5,4760,0,1,178.14,3
,9,3,3,4760,0,1,118.3527273,3
,0,0,5,4760,0,1,,3
,3,1,5,4760,0,1,103.0844444,3
,1,-1,4,4761,0,1,98.82,3
,11,11,5,4761,0,1,109.6868966,3
,2,-2,5,4761,0,1,87.32,3
,3,3,5,4761,0,1,89.01,3
0,0,0,1,4761,0,1,125.02,3
,0,0,5,4761,0,1,109.1375,3
0,1,1,5,4761,0,1,93.615,3
,5,5,5,4761,0,1,126.1938462,3
,4,4,5,4761,0,1,129.63,3
,7,3,5,4761,0,1,116.475,3
,4,4,5,4761,0,1,93.91555556,3
,3,3,5,4761,0,1,183.72,3
,12,4,5,4761,0,1,96.21894737,3
,0,0,5,4761,0,1,95.75333333,3
,0,0,5,4761,0,1,123.2933333,3
,0,0,5,4761,0,1,92.91333333,3
,7,7,5,4761,0,1,99.7373913,3
0.875,4,4,5,4761,0,1,97.60235294,3
,3,3,3,4761,0,1,78,3
,7,7,5,4762,0,1,99.57833333,3
,1,1,4,4762,0,1,70.63,3
,3,3,5,4762,0,1,123.2933333,3
,6,6,5,4762,0,1,121.3666667,3
,7,3,5,4762,0,1,103.9018182,3
,0,0,5,4762,0,1,,3
,2,2,5,4762,0,1,207.44,3
0.888888889,0,0,1,4762,0,1,124.4514286,3
,3,3,5,4762,0,1,183.92,3
,3,3,5,4762,0,1,129.1733333,3
,3,3,5,4762,0,1,115.9942857,3
,2,2,5,4762,0,1,107.56,3
,2,2,5,4762,0,1,97.84666667,3
,1,-1,4,4762,0,1,93.615,3
,0,0,4,4762,0,1,,3
,8,8,5,4762,0,1,107.64,3
,0,0,3,4763,0,1,,3
,0,0,5,4763,0,0,,3
,2,2,5,4763,0,1,207.44,3
,0,0,5,4763,0,1,,3
1,5,5,5,4763,0,0,111.4670968,3
,3,3,5,4763,0,1,124.72,3
,3,3,4,4763,0,1,142.86,3
,5,1,4,4763,0,0,99.82333333,3
,3,-3,5,4763,0,1,118.655,3
,0,0,5,4763,0,1,,3
,14,-2,5,4763,0,0,99.37294118,3
,0,0,5,4763,0,1,40.37333333,3
,2,2,5,4763,0,1,124.4514286,3
,0,0,5,4763,0,1,84.94285714,3
,2,2,5,4763,0,1,99.34352941,3
,3,-3,5,4763,0,1,121.3666667,3
,0,0,4,4763,0,1,122.18,3
0.666666667,14,4,2,4764,0,1,107.1363636,3
,3,-3,1,4764,0,1,114.34,3
,6,-4,4,4764,0,1,101.2563636,3
,5,-3,5,4764,0,1,93.46352941,3
,0,0,5,4764,0,1,66.02,3
,7,5,5,4764,0,1,115.0175,3
,3,3,5,4764,0,0,83.16,3
,0,0,5,4764,0,1,207.44,3
,5,5,5,4764,0,1,98.82,3
,1,1,5,4764,0,1,112.8447059,3
,10,4,5,4764,0,0,91.28347826,3
,2,-2,1,4765,0,1,105.62,3
,0,0,5,4765,0,1,104.2342857,3
,5,3,5,4765,0,1,108.4628571,3
0.5,3,3,5,4765,0,1,88.04,3
,2,2,5,4765,0,1,107.56,3
,2,2,4,4765,0,0,119.36,3
,3,3,5,4765,0,0,133.94,3
0.75,19,15,5,4765,0,0,118.8963636,3
,5,5,5,4765,0,0,107.5688889,3
,0,0,5,4765,0,0,125.1866667,3
,7,3,5,4765,0,0,99.07076923,3
0,8,8,5,4765,0,0,110.4514286,3
,0,0,4,4765,0,0,124.9866667,3
1,10,6,5,4765,0,0,106.19,3
,5,-1,3,4765,0,0,84.06909091,3
,4,4,4,4765,0,0,101.7733333,3
,3,3,5,4765,0,0,124.72,3
,3,3,5,4765,0,0,119.39,3
,19,15,5,4765,0,0,112.0281481,3
1,18,16,4,4765,0,0,79.40666667,3
,9,9,5,4765,0,0,99.83789474,3
0,8,6,2,4765,0,0,103.1,3
,0,0,5,4765,0,0,,3
0,7,3,5,4765,0,0,102.4422222,3
,13,13,5,4765,0,0,107.62,3
0.875,1,1,4,4765,0,0,112.54,3
,6,-2,1,4765,0,0,107.54,3
,13,13,5,4765,0,0,110.7431579,3
,7,7,4,4765,0,0,114.2251163,3
,3,3,2,4765,0,0,63.31333333,3
0,11,11,5,4765,0,0,104.1019608,3
0.75,10,10,5,4765,0,0,94.35,3
,0,0,5,4765,0,0,83.92,3
1,21,21,5,4765,0,0,115.9988889,3
,2,2,3,4765,0,0,88.97142857,3
,0,0,1,4765,0,0,123.2933333,3
,0,0,5,4765,0,0,131.1,3
,20,14,5,4765,0,0,111.8728571,3
,5,1,3,4765,0,0,97.16923077,3
,4,4,5,4765,0,0,113.4266667,3
0,8,4,4,4765,0,0,105.6755556,3
0,3,-3,3,4765,0,0,102.5828571,3
,6,6,5,4765,0,0,100.9314286,3
1,33,33,4,4765,0,0,77.98829268,3
0.888888889,14,4,4,4765,0,0,109.3028571,3
,2,-2,1,4765,0,0,90.44727273,3
,0,0,5,4765,0,0,116.1,3
,3,3,5,4765,0,0,140.9333333,3
,3,3,5,4765,0,0,,3
,5,5,5,4765,0,0,109.6266667,3
,3,3,5,4765,0,0,,3
1,21,11,5,4765,0,0,116.1688889,3
,0,0,1,4765,0,0,48.44,3
,3,3,5,4765,0,0,148.79,3
,5,5,5,4765,0,0,107.64,3
,4,0,1,4765,0,0,104.9507692,3
0.75,2,2,5,4765,0,0,287.9555556,3
1,7,-3,1,4765,0,0,114.9966667,3
,2,2,5,4765,0,0,66.02,3
0,3,3,5,4765,0,0,89.79,3
,15,9,4,4765,0,0,93.29185185,3
,2,2,5,4765,0,0,119.28,3
,3,3,3,4765,0,0,118.84,3
,3,3,5,4765,0,0,183.92,3
,4,4,3,4765,0,0,108.9644444,3
,7,3,5,4765,0,0,112.5716667,3
1,4,0,1,4765,0,0,76.96666667,3
,14,14,5,4765,0,0,113.1675,3
,8,8,5,4765,0,0,87.85428571,3
1,3,-3,1,4765,0,0,103.5875,3
,8,8,5,4765,0,0,80.66333333,3
0,7,7,4,4765,0,0,111.99,3
0.970588235,48,22,5,4765,0,0,29.11212766,3
,3,3,3,4765,0,0,,3
,13,11,5,4765,0,0,125.6189474,3
,10,10,5,4765,0,0,105.9571429,3
,3,3,5,4765,0,0,125.02,3
,1,1,5,4765,0,0,183.92,3
,3,3,5,4765,0,0,183.92,3
,0,0,5,4765,0,0,115.4866667,3
,6,6,5,4765,0,0,139.82,3
,16,4,5,4765,0,0,116.8211111,3
,8,8,4,4765,0,0,105.6041379,3
,3,3,5,4765,0,0,,3
,11,7,3,4765,0,0,114.5858824,3
,6,6,5,4765,0,0,100.0771429,3
0.8,5,5,5,4765,0,0,99.5575,3
,6,6,5,4765,0,0,72.12,3
,8,4,5,4765,0,0,90.01333333,3
,3,1,2,4765,0,0,80.82,3
,5,-1,5,4765,0,0,110.8307692,3
,9,5,5,4765,0,0,103.0434783,3
0,11,3,2,4765,0,0,91.14,3
,3,3,5,4765,0,0,85.88666667,3
,4,4,5,4765,0,0,106.11,3
1,9,9,5,4765,0,0,94.89,3
,14,14,5,4765,0,0,109.0419048,3
1,19,1,5,4765,0,0,116.4866667,3
,5,5,5,4765,0,0,107.5688889,3
,2,2,5,4765,0,0,107.5466667,3
1,5,5,5,4765,0,0,121.9457143,3
,3,3,5,4765,0,0,124.72,3
,0,0,5,4765,0,0,178.14,3
0.5,3,-1,2,4765,0,0,92.955,3
1,26,16,3,4765,0,0,88.23363636,3
,3,3,5,4765,0,0,,3
1,11,7,3,4765,0,0,102.4422222,3
,2,2,2,4765,0,0,99.57333333,3
0,6,6,5,4765,0,0,119.39,3
,4,4,5,4765,0,0,101.76,3
0.884615385,7,7,5,4765,0,0,79.33925926,3
,1,1,4,4765,0,0,65.52,3
,5,5,4,4765,0,0,101.75,3
1,3,-1,1,4765,0,0,123.3155556,3
,1,1,4,4765,0,0,107.3904762,3
,0,0,3,4765,0,0,107.64,3
1,12,0,1,4765,0,0,94.08827586,3
,4,4,4,4765,0,0,81.9,3
,3,3,5,4765,0,0,97.35666667,3
,0,0,2,4765,0,1,101.5,3
,4,4,5,4765,0,1,91.4975,3
,2,2,5,4765,0,1,92.91333333,3
1,10,6,4,4765,0,1,108.4628571,3
,3,3,5,4765,0,1,107.6,3
,9,3,5,4765,0,1,104.7,3
,0,0,5,4765,0,0,100.7127273,3
,10,10,5,4765,0,1,98.30333333,3
,0,0,5,4765,0,1,207.44,3
,5,5,5,4766,0,1,103.7266667,3
,8,4,5,4766,0,1,99.8,3
,6,4,4,4766,0,1,102.6738462,3
,0,0,5,4766,0,1,110.47,3
,3,3,5,4766,0,1,115.4866667,3
,11,7,5,4766,0,0,132.2258824,3
,7,1,5,4766,0,1,93.88,3
,7,7,5,4766,0,1,97.96285714,3
,0,0,5,4766,0,1,103.9018182,3
,20,20,5,4767,0,0,100.1009524,3
0,11,7,5,4767,0,0,94.30947368,3
,4,-4,2,4767,0,1,95.82,3
,6,6,5,4767,0,0,113.4266667,3
,0,0,5,4767,0,1,117.4133333,3
,0,0,5,4767,0,1,213.32,3
1,1,-1,1,4767,0,1,131.12,3
,2,2,5,4767,0,1,104.3057143,3
,2,2,5,4767,0,1,95.76,3
,0,0,5,4768,0,1,125.27,3
,0,0,1,4768,0,1,121.3866667,3
,8,8,5,4768,0,0,99.17185185,3
,5,5,5,4768,0,1,89.915,3
0.5,21,5,5,4768,0,1,120.7627273,3
,0,0,5,4768,0,1,12.7,3
,2,2,5,4768,0,1,129.1733333,3
,2,2,4,4768,0,1,108.4628571,3
,3,3,5,4768,0,1,125.22,3
,3,3,5,4768,0,1,131.1,3
,7,1,4,4768,0,1,100.9314286,3
,3,3,5,4768,0,1,154.32,3
,4,0,5,4768,0,1,104.9507692,3
,0,0,5,4768,0,1,119.34,3
1,14,8,2,4768,0,1,94.08827586,3
,3,3,5,4769,0,1,65.52,3
,3,3,5,4769,0,1,183.92,3
0,8,4,5,4769,0,1,99.00947368,3
,7,1,5,4769,0,1,81.44,3
,3,3,5,4769,0,0,99.7373913,3
0.666666667,10,2,3,4769,0,1,99.07878788,3
,3,1,2,4769,0,1,120.8019048,3
,6,6,4,4769,0,1,104.2342857,3
1,3,3,1,4769,0,1,213.32,3
,6,6,5,4769,0,1,99.07076923,3
,0,0,4,4769,0,1,119.3066667,3
,0,0,5,4769,0,1,107.64,3
,0,0,5,4770,0,1,154.32,3
,3,3,4,4770,0,1,127.2466667,3
,3,3,5,4770,0,1,154.32,3
,0,0,5,4770,0,1,142.86,3
,2,2,3,4770,0,1,105.68,3
1,37,29,4,4770,0,0,13.90918033,3
,1,1,5,4770,0,1,-158.77,3
,0,0,5,4770,0,1,128.06,3
,0,0,5,4771,0,1,113.48,3
0.8,0,0,1,4771,0,1,98.78,3
1,2,-2,4,4771,0,1,105.6755556,3
,10,10,5,4771,0,1,105.312,3
0.666666667,17,11,5,4771,0,1,96.69297297,3
,0,0,5,4771,0,1,42.3,3
,0,0,5,4771,0,1,124.4514286,3
,3,3,5,4771,0,1,201.56,3
,6,6,5,4771,0,1,183.92,3
,2,2,5,4771,0,1,98.12,3
,4,4,5,4772,0,1,89.88,3
,10,10,5,4772,0,1,98.69142857,3
0.875,21,-7,1,4772,0,1,115.6708197,3
,4,4,4,4772,0,1,70.19555556,3
,7,1,5,4772,0,1,89.01,3
,5,5,5,4772,0,1,66.02,3
,7,7,5,4772,0,1,125.27,3
,0,0,5,4772,0,1,166.08,3
,9,3,4,4772,0,1,95.63047619,3
,2,2,1,4772,0,1,107.5688889,3
,5,-1,2,4772,0,1,105.6755556,3
,19,13,5,4772,0,1,97.58285714,3
,2,2,5,4773,0,1,16.65333333,3
0,15,-1,5,4773,0,1,100.2681481,3
1,4,2,5,4773,0,1,99.44615385,3
,0,0,5,1818814,0,1,91.435,3
,4,4,2,1818814,0,0,101.7733333,3
,8,8,5,1818814,0,0,104.5714286,3
0.8,10,10,5,1818814,0,0,103.9555556,3
0,3,1,3,1818814,0,0,89.84,3
,3,3,5,1818814,0,0,,3
,3,3,5,1818814,0,0,189.8,3
,6,6,5,1818814,0,0,109.44,3
,6,4,5,1818814,0,0,95.89333333,3
,14,14,5,1818814,0,0,116.47,3
,4,4,5,1818814,0,0,76.635,3
,26,20,5,1818814,0,0,105.8482759,3
,8,8,5,1818814,0,0,96.82545455,3
,2,2,4,1818814,0,0,118.0369231,3
,5,5,5,1818814,0,0,142.36,3
,2,2,5,1818814,0,0,107.63,3
,13,13,5,1818814,0,0,110.6902564,3
,0,0,4,1818814,0,0,35.72,3
,4,4,3,1818814,0,0,121.3866667,3
,0,0,5,1818814,0,0,104.59,3
,15,1,4,1818814,0,0,105.0611111,3
,6,-4,4,1818814,0,0,93.51362319,3
,2,2,5,1818814,0,0,12.2,3
,10,8,5,1818814,0,0,91.06588235,3
