,HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
6085,,6,6,5,-18120840,0,0,111.58333333333333,6085
6086,,3,3,5,-18120840,0,0,113.42666666666669,6086
6087,,1,-1,1,-18120840,0,0,95.9,6087
6088,,8,8,5,-18120840,0,0,104.71000000000001,6088
6089,1.0,4,4,4,-18120840,0,0,100.39692307692307,6089
6090,,18,16,4,-18120840,0,0,89.99454545454547,6090
6091,,0,0,4,-18120840,0,0,68.08000000000003,6091
6092,,7,7,5,-18120840,0,0,100.93142857142858,6092
6093,,0,0,3,-18120840,0,0,83.15999999999998,6093
6094,,22,8,4,-18120840,0,0,128.11523809523808,6094
6095,,9,9,5,-18120840,0,0,58.645714285714305,6095
6096,,5,1,4,-18120840,0,0,97.35666666666665,6096
6097,,7,7,5,-18120840,0,0,106.81142857142858,6097
6098,0.6666666666666666,13,7,5,-18120840,0,0,112.30105263157897,6098
6099,,8,8,5,-18120840,0,0,78.11333333333333,6099
6100,,12,4,5,-18120840,0,0,123.22709677419353,6100
6101,,4,4,5,-18120840,0,0,59.64,6101
6102,0.0,0,0,3,-18120840,0,0,111.53333333333335,6102
6103,1.0,11,5,4,-18120840,0,0,124.13600000000001,6103
6104,,4,-2,3,-18120840,0,0,116.10000000000001,6104
6105,,21,3,4,-18120840,0,0,105.45833333333331,6105
6106,,5,5,5,-18120840,0,0,112.76,6106
6107,,2,-2,3,-18120840,0,0,136.99999999999997,6107
6108,,3,1,5,-18120840,0,0,124.4514285714286,6108
6109,,11,11,5,-18120840,0,0,100.07714285714285,6109
6110,,3,3,5,-18120840,0,0,183.71999999999997,6110
6111,1.0,3,3,5,-18120840,0,0,109.60666666666664,6111
6112,,0,0,5,-18120840,0,0,154.61999999999998,6112
6113,1.0,50,40,5,-18120840,0,0,65.04799999999999,6113
6114,,6,0,3,-18120840,0,0,55.33999999999999,6114
6115,,0,0,5,-18120840,0,0,140.9333333333333,6115
6116,,2,2,1,-18120840,0,0,,6116
6117,,0,0,3,-18120840,0,0,178.04,6117
6118,,5,5,5,-18120840,0,0,95.9,6118
6119,,5,1,3,-18120840,0,0,123.59714285714283,6119
6120,,9,5,5,-18120840,0,0,116.38000000000001,6120
6121,,3,3,4,-18120840,0,0,105.45333333333333,6121
6122,,10,6,5,-18120840,0,0,113.95142857142856,6122
6123,0.3333333333333333,9,3,2,-18120840,0,0,97.28190476190477,6123
6124,,14,14,5,-18120840,0,0,99.5575,6124
6125,,14,14,5,-18120840,0,0,103.48235294117646,6125
6126,,4,4,4,-18120840,0,0,70.62999999999998,6126
6127,,23,17,5,-18120840,0,0,110.69025641025641,6127
6128,,3,3,5,-18120840,0,0,35.719999999999985,6128
6129,,2,-2,1,-18120840,0,0,133.12666666666664,6129
6130,,5,1,4,-18120840,0,0,112.69142857142857,6130
6131,,7,5,5,-18120840,0,0,113.53333333333332,6131
6132,,6,6,5,-18120840,0,0,89.87333333333332,6132
6133,,2,2,2,-18120840,0,0,92.94,6133
6134,0.5,18,8,2,-18120840,0,0,121.00785714285716,6134
6135,,6,6,3,-18120840,0,0,98.0375,6135
6136,,0,0,5,-18120840,0,0,122.17999999999999,6136
6137,,2,2,4,-18120840,0,0,107.62999999999998,6137
6138,,2,2,5,-18120840,0,0,122.17999999999999,6138
6139,0.0,8,4,2,-18120840,0,0,103.74666666666666,6139
6140,,9,5,4,-18120840,0,0,111.01000000000002,6140
6141,1.0,5,5,5,-18120840,0,0,110.42,6141
6142,,10,6,3,-18120840,0,0,113.53999999999998,6142
6143,,5,5,5,-18120840,0,0,94.80666666666664,6143
6144,0.0,2,2,5,-18120840,0,0,,6144
6145,,5,5,5,-18120840,0,0,111.53333333333335,6145
6146,0.5,0,0,5,-18120840,0,0,178.13999999999996,6146
6147,0.0,19,17,5,-18120840,0,0,99.83333333333333,6147
6148,,0,0,5,-18120840,0,0,82.39,6148
6149,,5,5,5,-18120840,0,0,116.46000000000002,6149
6150,,9,7,4,-18120840,0,0,115.75500000000001,6150
6151,,6,0,4,-18120840,0,0,83.82666666666668,6151
6152,,5,5,3,-18120840,0,0,98.42571428571429,6152
6153,0.5,6,6,3,-18120840,0,0,109.1375,6153
6154,,5,5,5,-18120840,0,0,113.44000000000001,6154
6155,,20,14,5,-18120840,0,0,98.115,6155
6156,0.9285714285714286,31,13,5,-18120840,0,0,146.93247311827955,6156
6157,,5,5,5,-18120840,0,1,60.35666666666667,6157
6158,0.0,15,11,5,-18120840,0,1,94.74307692307691,6158
6159,,4,2,4,-18120840,0,1,100.576,6159
6160,,5,5,5,-18120840,0,1,99.3435294117647,6160
6161,,0,0,4,-18120840,0,1,113.26,6161
6162,0.0,13,13,5,-18120840,0,0,102.09894736842105,6162
6163,,0,0,4,-18120840,0,1,65.52,6163
6164,,5,5,5,-18120840,0,1,116.47500000000001,6164
6165,,3,3,4,-18120840,0,1,133.94,6165
6166,,2,2,5,-18120840,0,1,183.92,6166
6167,,18,18,4,-18120840,0,1,99.96827586206896,6167
6168,,13,7,5,-18120840,0,1,119.36307692307692,6168
6169,,1,-1,5,-18120840,0,1,119.42,6169
6170,,0,0,5,-18120840,0,1,89.54,6170
6171,,5,5,5,-18120840,0,1,125.27,6171
6172,,2,2,5,-18120840,0,1,112.47272727272728,6172
6173,,9,9,4,-18120840,0,1,93.10315789473684,6173
6174,,2,2,3,-18120839,0,1,124.71999999999998,6174
6175,,2,2,3,-18120839,0,1,178.04,6175
6176,,10,10,5,-18120839,0,1,98.835,6176
6177,,6,6,4,-18120839,0,1,101.68000000000002,6177
6178,,0,0,5,-18120839,0,1,115.48666666666666,6178
6179,,0,0,5,-18120839,0,1,183.71999999999997,6179
6180,0.5,25,-5,4,-18120839,0,0,71.83761904761904,6180
6181,,3,3,5,-18120839,0,1,82.7088888888889,6181
6182,,0,0,5,-18120839,0,1,129.62999999999997,6182
6183,,4,4,5,-18120839,0,1,82.10000000000001,6183
6184,,2,-2,1,-18120839,0,0,125.3,6184
6185,0.0,13,5,4,-18120839,0,0,99.57833333333333,6185
6186,,0,0,3,-18120839,0,0,76.96666666666667,6186
6187,,0,0,5,-18120839,0,0,183.71999999999997,6187
6188,,0,0,5,-18120839,0,0,225.08,6188
6189,,2,2,5,-18120839,0,0,213.31999999999996,6189
6190,,7,5,4,-18120839,0,0,107.97894736842107,6190
6191,,4,4,5,-18120839,0,0,83.82666666666668,6191
6192,,4,4,5,-18120839,0,0,111.53333333333335,6192
6193,,3,3,5,-18120839,0,0,103.74666666666666,6193
6194,,2,2,5,-18120839,0,0,95.12,6194
6195,,4,0,2,-18120839,0,0,109.1375,6195
6196,,4,4,5,-18120839,0,1,104.03846153846155,6196
6197,,3,3,5,-18120839,0,1,,6197
6198,,10,10,5,-18120838,0,1,105.312,6198
6199,,3,3,5,-18120838,0,1,,6199
6200,0.5,2,-2,1,-18120838,0,1,118.57142857142857,6200
6201,,5,5,5,-18120838,0,1,113.52000000000002,6201
6202,,7,7,5,-18120838,0,1,105.79090909090908,6202
6203,,0,0,5,-18120838,0,1,65.52,6203
6204,,3,3,5,-18120837,0,1,88.06333333333333,6204
6205,,6,6,2,-18120837,0,1,89.91499999999999,6205
6206,,8,8,5,-18120837,0,1,111.55999999999997,6206
6207,,6,6,5,-18120837,0,1,86.94000000000001,6207
6208,0.0,4,4,5,-18120837,0,1,154.11999999999995,6208
6209,,0,0,5,-18120837,0,1,125.18666666666668,6209
6210,,2,2,5,-18120837,0,1,136.97999999999996,6210
6211,0.5,8,0,5,-18120837,0,1,98.31591836734694,6211
6212,,0,0,5,-18120837,0,1,80.95333333333333,6212
6213,0.6666666666666666,8,4,4,-18120837,0,1,129.1373913043478,6213
6214,,4,4,4,-18120837,0,1,95.87454545454547,6214
6215,0.5,3,-3,1,-18120837,0,0,107.0909090909091,6215
6216,,6,6,5,-18120837,0,1,105.67555555555556,6216
6217,,3,3,5,-18120837,0,1,119.30666666666669,6217
6218,,2,2,3,-18120837,0,1,106.895,6218
6219,0.0,0,0,2,-18120836,0,1,98.79333333333334,6219
6220,,1,-1,5,-18120836,0,1,100.39692307692307,6220
6221,,5,5,5,-18120836,0,1,98.46000000000002,6221
6222,,3,3,4,-18120836,0,1,201.55999999999997,6222
6223,,0,0,5,-18120836,0,1,103.74666666666666,6223
6224,1.0,2,2,5,-18120836,0,1,6.820000000000004,6224
6225,0.0,5,5,5,-18120836,0,1,119.40000000000002,6225
6226,,8,8,5,-18120836,0,1,97.50888888888889,6226
6227,,0,0,5,-18120836,0,1,,6227
6228,,0,0,5,-18120836,0,1,154.61999999999998,6228
6229,,17,17,5,-18120836,0,1,102.44222222222223,6229
6230,,8,4,5,-18120835,0,1,127.22666666666665,6230
6231,0.0,0,0,1,-18120835,0,0,123.25999999999998,6231
6232,1.0,0,0,5,-18120835,0,1,60.19000000000001,6232
6233,,2,2,5,-18120835,0,1,119.30666666666669,6233
6234,1.0,5,5,5,-18120835,0,1,104.30571428571427,6234
6235,,0,0,4,-18120835,0,1,136.28000000000003,6235
6236,,7,5,3,-18120835,0,1,110.83076923076923,6236
6237,,4,4,5,-18120835,0,1,93.615,6237
6238,,8,8,5,-18120835,0,1,101.2109090909091,6238
6239,,3,-3,2,-18120835,0,1,98.71000000000001,6239
6240,,3,3,5,-18120835,0,1,,6240
6241,,4,0,3,-18120835,0,1,115.48666666666666,6241
6242,1.0,2,2,5,-18120835,0,1,117.86999999999999,6242
6243,0.0,22,10,5,-18120835,0,1,111.59333333333333,6243
6244,,8,-8,2,-18120835,0,1,85.74000000000001,6244
6245,,8,8,5,-18120835,0,1,95.61999999999999,6245
6246,,10,-4,2,-18120834,0,1,104.30571428571427,6246
6247,,0,0,5,-18120834,0,1,110.22000000000001,6247
6248,,5,1,3,-18120834,0,1,119.40000000000002,6248
6249,,0,0,5,-18120834,0,1,148.24,6249
6250,,4,4,5,-18120834,0,1,112.69142857142857,6250
6251,,7,5,5,-18120834,0,1,106.81142857142858,6251
6252,,0,0,5,-18120834,0,1,160.2,6252
6253,0.8571428571428571,3,3,5,-18120834,0,1,100.93142857142858,6253
6254,,0,0,5,-18120834,0,1,148.24,6254
6255,,8,8,5,-18120834,0,1,113.52000000000002,6255
6256,,5,-1,5,-18120834,0,1,97.3775,6256
6257,,12,12,5,-18120834,0,1,89.97333333333334,6257
6258,,2,2,5,-18120834,0,1,154.32,6258
6259,,6,6,4,-18120834,0,1,131.09999999999997,6259
6260,,6,6,5,-18120834,0,1,122.355,6260
6261,,3,3,4,-18120834,0,1,91.435,6261
6262,,3,3,5,-18120834,0,1,95.76,6262
6263,,1,-1,3,-18120833,0,1,110.47,6263
6264,,0,0,4,-18120833,0,1,142.85999999999999,6264
6265,0.0,4,4,5,-18120833,0,0,125.27,6265
6266,,2,2,5,-18120833,0,1,101.01499999999999,6266
6267,,0,0,5,-18120833,0,1,123.25999999999998,6267
6268,,0,0,4,-18120833,0,1,,6268
6269,1.0,3,-1,5,-18120833,0,1,105.70333333333333,6269
6270,,0,0,5,-18120833,0,1,113.26,6270
6271,,13,-1,5,-18120833,0,0,101.02434782608695,6271
6272,0.0,12,12,1,-18120833,0,1,99.06363636363635,6272
6273,,0,0,5,-18120832,0,1,53.55999999999999,6273
6274,,2,-2,5,-18120832,0,0,112.47272727272728,6274
6275,,6,6,5,-18120832,0,1,105.62,6275
6276,,0,0,5,-18120832,0,1,89.94,6276
6277,,0,0,5,-18120832,0,1,94.35000000000001,6277
6278,,5,5,5,-18120832,0,1,125.27,6278
6279,,11,11,5,-18120832,0,1,104.23888888888888,6279
6280,,2,2,5,-18120832,0,1,-124.04,6280
6281,,5,5,5,-18120832,0,1,104.30571428571427,6281
6282,,11,-5,4,-18120832,0,1,99.3435294117647,6282
6283,,7,7,5,-18120832,0,1,83.04666666666667,6283
6284,0.8888888888888888,33,23,5,-18120832,0,1,97.46035087719298,6284
6285,,3,3,5,-18120832,0,1,,6285
6286,,3,-3,5,-18120832,0,1,112.78434782608694,6286
6287,,8,-2,5,-18120832,0,1,87.735,6287
6288,,0,0,5,-18120832,0,1,166.07999999999998,6288
6289,,3,3,5,-18120832,0,1,128.06,6289
6290,,3,3,5,-18120832,0,1,129.17333333333332,6290
6291,,0,0,5,-18120832,0,1,183.71999999999997,6291
6292,,0,0,5,-18120831,0,1,201.55999999999997,6292
6293,,6,2,3,-18120831,0,1,99.82333333333332,6293
6294,1.0,11,1,5,-18120831,0,1,96.79384615384616,6294
6295,,9,-3,3,-18120831,0,1,95.8967441860465,6295
6296,,3,3,5,-18120831,0,1,64.09333333333335,6296
6297,,3,3,5,-18120831,0,1,112.69142857142857,6297
6298,,4,4,4,-18120831,0,1,98.79333333333334,6298
6299,,0,0,5,-18120831,0,1,,6299
6300,,0,0,5,-18120831,0,1,201.55999999999997,6300
6301,,0,0,4,-18120831,0,1,154.61999999999998,6301
6302,,2,2,5,-18120831,0,1,129.17333333333332,6302
6303,0.0,18,4,5,-18120831,0,1,102.44222222222223,6303
6304,,3,3,5,-18120831,0,1,93.56615384615385,6304
6305,,0,0,5,-18120831,0,1,183.71999999999997,6305
6306,,0,0,3,-18120831,0,1,201.55999999999997,6306
6307,,11,11,3,-18120830,0,1,110.595,6307
6308,,10,8,4,-18120830,0,1,98.02181818181819,6308
6309,,9,9,5,-18120830,0,1,101.2109090909091,6309
6310,,0,0,5,-18120830,0,1,142.35999999999996,6310
6311,0.0,9,3,1,-18120830,0,0,132.48444444444442,6311
6312,,0,0,5,-18120830,0,1,104.34000000000002,6312
6313,1.0,4,-4,1,-18120830,0,0,119.38000000000001,6313
6314,,0,0,5,-18120830,0,1,124.71999999999998,6314
6315,,0,0,4,-18120829,0,1,201.55999999999997,6315
6316,,2,2,5,-18120829,0,1,125.27,6316
6317,,1,1,5,-18120829,0,1,95.88,6317
6318,,4,4,5,-18120829,0,1,113.51,6318
6319,,0,0,5,-18120829,0,1,123.29333333333334,6319
6320,,8,6,5,-18120829,0,1,101.02434782608695,6320
6321,,0,0,5,-18120829,0,1,35.92,6321
6322,,2,2,5,-18120829,0,1,104.95076923076923,6322
6323,,0,0,5,-18120829,0,1,101.75,6323
6324,,0,0,5,-18120829,0,1,119.14,6324
6325,,0,0,4,-18120829,0,1,207.44,6325
6326,1.0,2,-2,1,-18120829,0,1,138.36444444444442,6326
6327,,4,0,5,-18120828,0,1,107.52,6327
6328,,15,9,3,-18120828,0,1,115.34749999999998,6328
6329,,5,5,2,-18120828,0,1,84.01714285714287,6329
6330,,9,-3,5,-18120828,0,1,101.74000000000001,6330
6331,,8,4,4,-18120828,0,1,102.67384615384616,6331
6332,,0,0,5,-18120828,0,1,112.76,6332
6333,,5,5,5,-18120828,0,1,104.30571428571427,6333
6334,1.0,1,1,2,-18120828,0,0,92.94,6334
6335,,8,2,4,-18120828,0,0,93.7342857142857,6335
6336,,2,2,5,-18120828,0,0,86.95,6336
6337,,3,3,5,-18120828,0,0,189.79999999999998,6337
6338,,3,3,5,-18120828,0,0,131.16,6338
6339,,5,5,5,-18120828,0,0,128.06,6339
6340,1.0,6,-2,1,-18120828,0,0,117.75285714285714,6340
6341,,4,4,5,-18120828,0,0,117.13499999999998,6341
6342,,0,0,1,-18120828,0,0,189.79999999999998,6342
6343,0.0,7,7,5,-18120828,0,0,97.20444444444445,6343
6344,,3,3,5,-18120828,0,0,183.71999999999997,6344
6345,1.0,18,6,4,-18120828,0,0,111.59333333333333,6345
6346,0.5,25,19,1,-18120828,0,0,96.08861538461538,6346
6347,,8,2,4,-18120828,0,0,81.06444444444445,6347
6348,,0,0,4,-18120828,0,0,110.22000000000001,6348
6349,,16,4,5,-18120828,0,0,110.76947368421051,6349
6350,,4,4,5,-18120828,0,0,89.24000000000001,6350
6351,,2,2,5,-18120828,0,0,129.17333333333332,6351
6352,0.0,3,3,5,-18120828,0,0,183.92,6352
6353,,15,15,5,-18120828,0,0,124.54434782608693,6353
6354,,6,6,5,-18120828,0,0,83.91000000000001,6354
6355,,6,6,5,-18120828,0,0,98.15846153846154,6355
6356,,5,5,5,-18120828,0,0,71.39999999999999,6356
6357,0.0,3,3,4,-18120828,0,0,,6357
6358,1.0,12,12,5,-18120828,0,0,124.23272727272727,6358
6359,,2,0,5,-18120828,0,0,94.35000000000001,6359
6360,0.5454545454545454,21,9,1,-18120828,0,0,88.73662337662338,6360
6361,0.5,6,4,4,-18120828,0,0,106.3160975609756,6361
6362,,4,0,2,-18120828,0,0,106.89538461538461,6362
6363,,13,13,5,-18120828,0,0,98.25882352941176,6363
6364,1.0,8,8,5,-18120828,0,0,114.955,6364
6365,,0,0,1,-18120828,0,0,71.39999999999999,6365
6366,,5,5,4,-18120828,0,0,97.20444444444445,6366
6367,1.0,0,0,5,-18120828,0,0,104.6733333333333,6367
6368,,5,5,5,-18120828,0,0,171.95999999999998,6368
6369,,7,7,5,-18120828,0,0,100.93142857142858,6369
6370,1.0,3,3,5,-18120828,0,0,118.83999999999999,6370
6371,,4,4,5,-18120828,0,0,113.52000000000002,6371
6372,,21,3,2,-18120828,0,0,107.28774193548388,6372
6373,0.5454545454545454,2,2,1,-18120828,0,0,30.67999999999999,6373
6374,,3,3,5,-18120828,0,0,163.33999999999997,6374
6375,,2,2,4,-18120828,0,0,,6375
6376,0.3333333333333333,4,0,5,-18120828,0,1,100.93142857142858,6376
6377,,0,0,5,-18120828,0,1,142.85999999999999,6377
6378,,7,1,5,-18120828,0,1,118.0753846153846,6378
6379,,0,0,5,-18120828,0,1,81.93333333333335,6379
6380,,1,1,4,-18120828,0,1,107.63999999999999,6380
6381,,3,-3,5,-18120828,0,1,118.35272727272728,6381
6382,,0,0,5,-18120828,0,1,74.74000000000001,6382
6383,,0,0,5,-18120828,0,1,148.73999999999998,6383
6384,,2,2,5,-18120828,0,1,113.51,6384
6385,,6,0,5,-18120828,0,1,106.81142857142858,6385
6386,,3,3,5,-18120828,0,1,110.47,6386
6387,0.0,3,3,3,-18120828,0,1,207.44,6387
6388,,3,3,5,-18120827,0,1,131.14999999999998,6388
6389,,0,0,5,-18120827,0,1,95.8,6389
6390,,0,0,5,-18120827,0,1,,6390
6391,,4,4,5,-18120827,0,1,125.21999999999998,6391
6392,0.0,0,0,3,-18120827,0,1,125.21999999999998,6392
6393,,0,0,5,-18120827,0,1,117.41333333333334,6393
6394,,6,2,3,-18120827,0,1,135.0533333333333,6394
6395,,4,4,3,-18120827,0,1,136.79047619047617,6395
6396,,4,0,2,-18120827,0,1,68.24666666666667,6396
6397,,6,4,5,-18120827,0,1,104.95076923076923,6397
6398,,0,0,5,-18120827,0,1,154.32,6398
6399,,3,3,5,-18120827,0,0,154.61999999999998,6399
6400,,0,0,5,-18120827,0,1,148.44,6400
6401,,11,11,5,-18120827,0,1,123.35333333333334,6401
6402,,3,3,5,-18120827,0,1,,6402
6403,,0,0,5,-18120827,0,1,129.17333333333332,6403
6404,0.0,22,8,2,-18120827,0,1,114.67923076923076,6404
6405,1.0,13,1,5,-18120827,0,1,76.82750000000001,6405
6406,,8,8,5,6254,0,0,112.44666666666667,6406
6407,,0,0,1,6254,0,0,94.1257142857143,6407
6408,,6,2,5,6254,0,0,105.4375,6408
6409,1.0,9,9,5,6254,0,0,108.78,6409
6410,,11,11,5,6254,0,0,93.7342857142857,6410
6411,,15,15,5,6254,0,0,112.15692307692308,6411
6412,0.25,5,1,4,6254,0,0,107.6133333333333,6412
6413,,3,3,3,6254,0,0,,6413
6414,,0,0,2,6254,0,0,195.67999999999998,6414
6415,1.0,2,-2,2,6254,0,0,146.8133333333333,6415
6416,,9,-1,3,6254,0,0,101.01499999999999,6416
6417,,13,5,5,6254,0,0,100.79777777777778,6417
6418,,4,4,3,6254,0,0,103.30526315789476,6418
6419,1.0,3,3,5,6254,0,0,101.74736842105266,6419
6420,,4,2,3,6254,0,0,88.27,6420
6421,0.5,10,4,4,6254,0,0,121.39666666666666,6421
6422,,3,3,5,6254,0,0,72.11999999999999,6422
6423,,3,3,5,6254,0,0,92.5457142857143,6423
6424,,6,6,5,6254,0,0,86.7,6424
6425,0.25,6,-2,1,6254,0,0,123.34333333333335,6425
6426,,3,-3,2,6254,0,0,117.41333333333334,6426
6427,,3,3,5,6254,0,0,201.55999999999997,6427
6428,,0,0,4,6254,0,0,104.59,6428
6429,0.0,8,-4,1,6254,0,0,120.46588235294116,6429
6430,,5,1,2,6254,0,0,95.84857142857142,6430
6431,,3,3,5,6254,0,0,201.55999999999997,6431
6432,,8,8,5,6254,0,0,107.63999999999999,6432
6433,,1,1,5,6254,0,0,148.44,6433
6434,1.0,5,-5,1,6254,0,0,109.60666666666664,6434
6435,,8,8,5,6254,0,0,110.55333333333333,6435
6436,,5,5,1,6254,0,0,104.97777777777779,6436
6437,,2,-2,5,6254,0,0,95.13499999999999,6437
6438,,11,11,5,6254,0,0,111.55555555555556,6438
6439,,4,-2,1,6254,0,0,106.895,6439
6440,0.0,7,5,2,6254,0,0,98.98315789473683,6440
6441,,0,0,4,6254,0,0,73.96000000000002,6441
6442,,3,3,5,6254,0,0,,6442
6443,,9,9,5,6254,0,0,113.51,6443
6444,,5,-5,4,6254,0,0,106.19000000000001,6444
6445,0.0,6,6,5,6254,0,0,93.615,6445
6446,,9,9,4,6254,0,0,104.95076923076923,6446
6447,,4,4,5,6254,0,0,135.01999999999995,6447
6448,1.0,40,8,4,6254,0,0,35.50414634146341,6448
6449,0.0,20,20,5,6254,0,0,136.86692307692303,6449
6450,1.0,0,0,5,6254,0,0,,6450
6451,,0,0,5,6254,0,0,213.31999999999996,6451
6452,1.0,6,6,4,6254,0,0,108.32222222222221,6452
6453,,3,3,5,6254,0,0,95.61999999999999,6453
6454,,10,4,5,6254,0,0,98.47217391304348,6454
6455,,1,-1,5,6254,0,0,18.079999999999995,6455
6456,1.0,4,4,5,6254,0,0,95.9,6456
6457,,3,3,5,6254,0,0,74.74000000000001,6457
6458,,0,0,5,6254,0,0,207.44,6458
6459,,22,16,3,6254,0,0,111.46709677419355,6459
6460,,10,2,5,6254,0,0,117.49806451612902,6460
6461,1.0,3,3,3,6254,0,0,74.12666666666667,6461
6462,,3,3,4,6254,0,0,77.94666666666669,6462
6463,1.0,4,4,5,6254,0,0,201.55999999999997,6463
6464,,3,3,5,6254,0,0,119.30666666666669,6464
6465,,7,7,5,6254,0,0,144.90666666666664,6465
6466,,11,9,5,6254,0,0,97.42526315789473,6466
6467,,33,13,5,6254,0,0,115.91118644067798,6467
6468,,2,2,4,6254,0,0,30.600000000000005,6468
6469,,1,1,1,6254,0,0,119.36,6469
6470,,3,3,5,6254,0,0,,6470
6471,,5,5,5,6254,0,0,99.73999999999998,6471
6472,,9,1,3,6254,0,0,94.22095238095237,6472
6473,,2,2,4,6254,0,0,89.94,6473
6474,1.0,6,4,5,6254,0,0,98.71000000000001,6474
6475,1.0,1,-1,3,6254,0,0,109.11666666666666,6475
6476,,5,5,5,6254,0,1,116.46000000000002,6476
6477,,2,2,5,6254,0,1,119.14,6477
6478,,0,0,5,6254,0,1,,6478
6479,0.3333333333333333,4,-4,1,6254,0,1,112.19538461538461,6479
6480,0.5,17,17,4,6254,0,1,89.99833333333333,6480
6481,1.0,5,-1,4,6254,0,1,99.99999999999999,6481
6482,,0,0,5,6254,0,1,110.47,6482
6483,,2,2,5,6254,0,1,119.30666666666669,6483
6484,,0,0,5,6254,0,1,213.31999999999996,6484
6485,1.0,6,0,5,6254,0,1,101.75999999999999,6485
6486,,3,3,5,6254,0,1,107.63999999999999,6486
6487,,14,4,4,6254,0,1,105.46875,6487
6488,,9,5,3,6254,0,1,91.94666666666667,6488
6489,,2,2,5,6254,0,1,124.71999999999998,6489
6490,,8,6,4,6254,0,1,99.07076923076923,6490
6491,0.0,8,0,4,6254,0,1,101.75652173913043,6491
6492,0.0,18,10,4,6254,0,0,108.30173913043478,6492
6493,,0,0,5,6254,0,1,-745.6399999999999,6493
6494,,3,3,5,6254,0,1,115.48666666666666,6494
6495,,1,1,5,6254,0,1,119.40000000000002,6495
6496,,0,0,5,6254,0,1,122.17999999999999,6496
6497,,3,3,5,6254,0,1,,6497
6498,,0,0,5,6254,0,1,129.17333333333332,6498
6499,,0,0,1,6255,0,1,85.42999999999999,6499
6500,0.6666666666666666,2,2,1,6255,0,1,97.84666666666666,6500
6501,,3,3,5,6255,0,1,,6501
6502,,0,0,5,6255,0,1,,6502
6503,,7,5,5,6255,0,1,95.05142857142857,6503
6504,,2,2,5,6255,0,1,111.99000000000001,6504
6505,,0,0,5,6255,0,1,98.71000000000001,6505
6506,,20,10,5,6255,0,1,104.29787234042554,6506
6507,,6,6,4,6255,0,1,84.02,6507
6508,,0,0,4,6255,0,1,131.06666666666666,6508
6509,,6,6,5,6255,0,1,135.0533333333333,6509
6510,,3,3,5,6255,0,1,107.60000000000001,6510
6511,,0,0,5,6256,0,1,23.95999999999999,6511
6512,,3,3,5,6256,0,1,105.70333333333333,6512
6513,,1,1,5,6256,0,0,78.11999999999999,6513
6514,,3,3,4,6256,0,1,104.23428571428572,6514
6515,,5,5,4,6256,0,1,106.895,6515
6516,,0,0,5,6256,0,1,110.26235294117647,6516
6517,,3,3,5,6256,0,1,69.13999999999999,6517
6518,,4,4,5,6256,0,0,92.47428571428573,6518
6519,1.0,21,21,5,6256,0,0,113.85894736842106,6519
6520,,9,7,5,6256,0,0,100.52499999999998,6520
6521,,5,5,5,6256,0,0,107.34666666666666,6521
6522,0.0,0,0,4,6256,0,0,87.31076923076922,6522
6523,,3,3,4,6256,0,0,118.83999999999999,6523
6524,,5,3,5,6256,0,0,113.51,6524
6525,,14,8,4,6256,0,0,144.32190476190476,6525
6526,,9,3,5,6256,0,0,92.99076923076923,6526
6527,,5,5,4,6256,0,0,131.11999999999998,6527
6528,,2,2,4,6256,0,0,148.70666666666665,6528
6529,,1,-1,1,6256,0,0,108.46285714285715,6529
6530,1.0,12,6,5,6256,0,0,106.96470588235293,6530
6531,,5,5,5,6256,0,0,72.08000000000001,6531
6532,,18,10,2,6256,0,0,116.06857142857145,6532
6533,1.0,3,3,5,6256,0,0,54.226666666666674,6533
6534,0.75,11,7,2,6256,0,0,106.59272727272729,6534
6535,,10,10,5,6256,0,0,110.91333333333331,6535
6536,,7,7,5,6256,0,0,110.2104347826087,6536
6537,,3,3,5,6256,0,0,65.98666666666666,6537
6538,1.0,11,5,1,6256,0,0,122.08545454545454,6538
6539,,6,6,5,6256,0,0,89.92888888888889,6539
6540,,3,3,4,6256,0,0,130.59999999999997,6540
6541,,5,5,4,6256,0,0,91.96666666666667,6541
6542,,5,5,5,6256,0,0,95.13499999999999,6542
6543,,1,1,5,6256,0,0,113.26,6543
6544,,5,5,5,6256,0,0,135.0533333333333,6544
6545,,7,5,4,6256,0,0,95.52749999999999,6545
6546,,3,3,5,6256,0,0,113.42666666666669,6546
6547,,3,3,5,6256,0,0,154.61999999999998,6547
6548,,5,5,5,6256,0,0,113.51,6548
6549,,3,3,5,6256,0,0,177.84,6549
6550,1.0,3,1,1,6256,0,0,109.62666666666667,6550
6551,,3,3,4,6256,0,0,71.39999999999999,6551
6552,,0,0,3,6256,0,0,111.53333333333335,6552
6553,,4,4,4,6256,0,0,166.07999999999998,6553
6554,,5,5,5,6256,0,0,94.66105263157894,6554
6555,,4,4,3,6256,0,0,96.50666666666667,6555
6556,,8,8,5,6256,0,0,114.58588235294117,6556
6557,,3,3,3,6256,0,0,101.0,6557
6558,,2,2,2,6256,0,0,101.74000000000001,6558
6559,,7,7,5,6256,0,0,100.77,6559
6560,,5,-3,2,6256,0,0,105.61739130434783,6560
6561,,9,5,5,6256,0,0,95.77999999999999,6561
6562,,1,1,5,6256,0,0,95.8,6562
6563,,7,5,5,6256,0,0,115.48666666666666,6563
6564,,8,8,5,6256,0,0,98.02181818181819,6564
